client_id,client_name,source_amount,fee_pct,expected_net_amount
C015554,Client 15554,15537.95,0.02,15227.19
C015555,Client 15555,48805.32,0.02,47829.21
C015556,Client 15556,20811.76,0.02,20395.52
C015557,Client 15557,5824.22,0.02,5707.74
C015558,Client 15558,17146.04,0.02,16803.12
C015559,Client 15559,36725.39,0.02,35990.88
C015560,Client 15560,29226.99,0.02,28642.45
C015561,Client 15561,33381.08,0.02,32713.46
C015562,Client 15562,23911.32,0.02,23433.09
C015563,Client 15563,9583.70,0.02,9392.03
C015564,Client 15564,43702.32,0.02,42828.27
C015565,Client 15565,535.29,0.02,524.58
C015566,Client 15566,25992.29,0.02,25472.44
C015567,Client 15567,3794.97,0.02,3719.07
C015568,Client 15568,3153.32,0.02,3090.25
C015569,Client 15569,42392.82,0.02,41544.96
C015570,Client 15570,4599.21,0.02,4507.23
C015571,Client 15571,13262.91,0.02,12997.65
C015572,Client 15572,33357.44,0.02,32690.29
C015573,Client 15573,23952.86,0.02,23473.80
C015574,Client 15574,36189.48,0.02,35465.69
C015575,Client 15575,24118.32,0.02,23635.95
C015576,Client 15576,18939.99,0.02,18561.19
C015577,Client 15577,39401.27,0.02,38613.24
C015578,Client 15578,30713.89,0.02,30099.61
C015579,Client 15579,19475.09,0.02,19085.59
C015580,Client 15580,49885.44,0.02,48887.73
C015581,Client 15581,14517.85,0.02,14227.49
C015582,Client 15582,10121.26,0.02,9918.83
C015583,Client 15583,25868.79,0.02,25351.41
C015584,Client 15584,22816.33,0.02,22360.00
C015585,Client 15585,10243.10,0.02,10038.24
C015586,Client 15586,2332.96,0.02,2286.30
C015587,Client 15587,21976.20,0.02,21536.68
C015588,Client 15588,31481.56,0.02,30851.93
C015589,Client 15589,15116.53,0.02,14814.20
C015590,Client 15590,20025.85,0.02,19625.33
C015591,Client 15591,49277.42,0.02,48291.87
C015592,Client 15592,4357.28,0.02,4270.13
C015593,Client 15593,23509.14,0.02,23038.96
C015594,Client 15594,22918.69,0.02,22460.32
C015595,Client 15595,32278.50,0.02,31632.93
C015596,Client 15596,12363.80,0.02,12116.52
C015597,Client 15597,28916.17,0.02,28337.85
C015598,Client 15598,13224.18,0.02,12959.70
C015599,Client 15599,13541.05,0.02,13270.23
C015600,Client 15600,15474.38,0.02,15164.89
C015601,Client 15601,8278.47,0.02,8112.90
C015602,Client 15602,39551.06,0.02,38760.04
C015603,Client 15603,18499.57,0.02,18129.58
C015604,Client 15604,40823.24,0.02,40006.78
C015605,Client 15605,28461.84,0.02,27892.60
C015606,Client 15606,27633.57,0.02,27080.90
C015607,Client 15607,8810.85,0.02,8634.63
C015608,Client 15608,37692.27,0.02,36938.42
C015609,Client 15609,2902.75,0.02,2844.70
C015610,Client 15610,30487.06,0.02,29877.32
C015611,Client 15611,34236.25,0.02,33551.53
C015612,Client 15612,16586.90,0.02,16255.16
C015613,Client 15613,45113.81,0.02,44211.53
C015614,Client 15614,3638.26,0.02,3565.49
C015615,Client 15615,96.64,0.02,94.71
C015616,Client 15616,30927.16,0.02,30308.62
C015617,Client 15617,22714.79,0.02,22260.49
C015618,Client 15618,41557.75,0.02,40726.60
C015619,Client 15619,17064.32,0.02,16723.03
C015620,Client 15620,46665.09,0.02,45731.79
C015621,Client 15621,20040.53,0.02,19639.72
C015622,Client 15622,43515.29,0.02,42644.98
C015623,Client 15623,2862.47,0.02,2805.22
C015624,Client 15624,14345.71,0.02,14058.80
C015625,Client 15625,17722.13,0.02,17367.69
C015626,Client 15626,27405.23,0.02,26857.13
C015627,Client 15627,2214.28,0.02,2169.99
C015628,Client 15628,48429.39,0.02,47460.80
C015629,Client 15629,49709.06,0.02,48714.88
C015630,Client 15630,39384.88,0.02,38597.18
C015631,Client 15631,25965.03,0.02,25445.73
C015632,Client 15632,49214.64,0.02,48230.35
C015633,Client 15633,22968.93,0.02,22509.55
C015634,Client 15634,9621.28,0.02,9428.85
C015635,Client 15635,5032.32,0.02,4931.67
C015636,Client 15636,49710.93,0.02,48716.71
C015637,Client 15637,6064.17,0.02,5942.89
C015638,Client 15638,9847.90,0.02,9650.94
C015639,Client 15639,20969.72,0.02,20550.33
C015640,Client 15640,1807.77,0.02,1771.61
C015641,Client 15641,494.11,0.02,484.23
C015642,Client 15642,10042.52,0.02,9841.67
C015643,Client 15643,5210.69,0.02,5106.48
C015644,Client 15644,9735.97,0.02,9541.25
C015645,Client 15645,37635.70,0.02,36882.99
C015646,Client 15646,33736.40,0.02,33061.67
C015647,Client 15647,6944.12,0.02,6805.24
C015648,Client 15648,39354.50,0.02,38567.41
C015649,Client 15649,48735.73,0.02,47761.02
C015650,Client 15650,1144.32,0.02,1121.43
C015651,Client 15651,40336.88,0.02,39530.14
C015652,Client 15652,16375.21,0.02,16047.71
C015653,Client 15653,44660.44,0.02,43767.23
C015654,Client 15654,25465.00,0.02,24955.70
C015655,Client 15655,20421.82,0.02,20013.38
C015656,Client 15656,39328.37,0.02,38541.80
C015657,Client 15657,47630.16,0.02,46677.56
C015658,Client 15658,40035.46,0.02,39234.75
C015659,Client 15659,4323.77,0.02,4237.29
C015660,Client 15660,47950.94,0.02,46991.92
C015661,Client 15661,7057.35,0.02,6916.20
C015662,Client 15662,27246.18,0.02,26701.26
C015663,Client 15663,40564.65,0.02,39753.36
C015664,Client 15664,40509.21,0.02,39699.03
C015665,Client 15665,13115.19,0.02,12852.89
C015666,Client 15666,21956.03,0.02,21516.91
C015667,Client 15667,19483.59,0.02,19093.92
C015668,Client 15668,1497.58,0.02,1467.63
C015669,Client 15669,18017.48,0.02,17657.13
C015670,Client 15670,28987.22,0.02,28407.48
C015671,Client 15671,12470.35,0.02,12220.94
C015672,Client 15672,33147.53,0.02,32484.58
C015673,Client 15673,3199.06,0.02,3135.08
C015674,Client 15674,27140.78,0.02,26597.96
C015675,Client 15675,28587.04,0.02,28015.30
C015676,Client 15676,24069.59,0.02,23588.20
C015677,Client 15677,35229.34,0.02,34524.75
C015678,Client 15678,44417.76,0.02,43529.40
C015679,Client 15679,17245.99,0.02,16901.07
C015680,Client 15680,26466.91,0.02,25937.57
C015681,Client 15681,11636.10,0.02,11403.38
C015682,Client 15682,16394.29,0.02,16066.40
C015683,Client 15683,6345.56,0.02,6218.65
C015684,Client 15684,13403.49,0.02,13135.42
C015685,Client 15685,30433.21,0.02,29824.55
C015686,Client 15686,4182.25,0.02,4098.60
C015687,Client 15687,45188.29,0.02,44284.52
C015688,Client 15688,27769.98,0.02,27214.58
C015689,Client 15689,11775.74,0.02,11540.23
C015690,Client 15690,27217.89,0.02,26673.53
C015691,Client 15691,29142.53,0.02,28559.68
C015692,Client 15692,9018.72,0.02,8838.35
C015693,Client 15693,25940.84,0.02,25422.02
C015694,Client 15694,30956.31,0.02,30337.18
C015695,Client 15695,27987.54,0.02,27427.79
C015696,Client 15696,18327.36,0.02,17960.81
C015697,Client 15697,25651.81,0.02,25138.77
C015698,Client 15698,36145.71,0.02,35422.80
C015699,Client 15699,28463.55,0.02,27894.28
C015700,Client 15700,44338.58,0.02,43451.81
C015701,Client 15701,22742.64,0.02,22287.79
C015702,Client 15702,10156.22,0.02,9953.10
C015703,Client 15703,34423.85,0.02,33735.37
C015704,Client 15704,36433.23,0.02,35704.57
C015705,Client 15705,30670.45,0.02,30057.04
C015706,Client 15706,19181.74,0.02,18798.11
C015707,Client 15707,26055.94,0.02,25534.82
C015708,Client 15708,1677.70,0.02,1644.15
C015709,Client 15709,47145.24,0.02,46202.34
C015710,Client 15710,16151.89,0.02,15828.85
C015711,Client 15711,34418.69,0.02,33730.32
C015712,Client 15712,32951.31,0.02,32292.28
C015713,Client 15713,20432.68,0.02,20024.03
C015714,Client 15714,17476.23,0.02,17126.71
C015715,Client 15715,5966.72,0.02,5847.39
C015716,Client 15716,19075.25,0.02,18693.74
C015717,Client 15717,44817.27,0.02,43920.92
C015718,Client 15718,49307.89,0.02,48321.73
C015719,Client 15719,32016.70,0.02,31376.37
C015720,Client 15720,15240.51,0.02,14935.70
C015721,Client 15721,23825.65,0.02,23349.14
C015722,Client 15722,49527.76,0.02,48537.20
C015723,Client 15723,18961.63,0.02,18582.40
C015724,Client 15724,13483.90,0.02,13214.22
C015725,Client 15725,43329.83,0.02,42463.23
C015726,Client 15726,43734.37,0.02,42859.68
C015727,Client 15727,1239.24,0.02,1214.46
C015728,Client 15728,2618.99,0.02,2566.61
C015729,Client 15729,46384.24,0.02,45456.56
C015730,Client 15730,32508.79,0.02,31858.61
C015731,Client 15731,25307.86,0.02,24801.70
C015732,Client 15732,40014.66,0.02,39214.37
C015733,Client 15733,6979.11,0.02,6839.53
C015734,Client 15734,37258.64,0.02,36513.47
C015735,Client 15735,18788.68,0.02,18412.91
C015736,Client 15736,15255.37,0.02,14950.26
C015737,Client 15737,37060.16,0.02,36318.96
C015738,Client 15738,7890.34,0.02,7732.53
C015739,Client 15739,40566.51,0.02,39755.18
C015740,Client 15740,2572.31,0.02,2520.86
C015741,Client 15741,26747.00,0.02,26212.06
C015742,Client 15742,16137.76,0.02,15815.00
C015743,Client 15743,41939.68,0.02,41100.89
C015744,Client 15744,16188.42,0.02,15864.65
C015745,Client 15745,23851.89,0.02,23374.85
C015746,Client 15746,27663.80,0.02,27110.52
C015747,Client 15747,1121.05,0.02,1098.63
C015748,Client 15748,26668.46,0.02,26135.09
C015749,Client 15749,17353.54,0.02,17006.47
C015750,Client 15750,18851.20,0.02,18474.18
C015751,Client 15751,8694.15,0.02,8520.27
C015752,Client 15752,48722.78,0.02,47748.32
C015753,Client 15753,12252.81,0.02,12007.75
C015754,Client 15754,46005.94,0.02,45085.82
C015755,Client 15755,45732.01,0.02,44817.37
C015756,Client 15756,9052.02,0.02,8870.98
C015757,Client 15757,19852.57,0.02,19455.52
C015758,Client 15758,41336.69,0.02,40509.96
C015759,Client 15759,21844.05,0.02,21407.17
C015760,Client 15760,34739.41,0.02,34044.62
C015761,Client 15761,1849.31,0.02,1812.32
C015762,Client 15762,7304.42,0.02,7158.33
C015763,Client 15763,49894.99,0.02,48897.09
C015764,Client 15764,46503.59,0.02,45573.52
C015765,Client 15765,4071.77,0.02,3990.33
C015766,Client 15766,33524.10,0.02,32853.62
C015767,Client 15767,36499.53,0.02,35769.54
C015768,Client 15768,30829.45,0.02,30212.86
C015769,Client 15769,43584.88,0.02,42713.18
C015770,Client 15770,48589.04,0.02,47617.26
C015771,Client 15771,4753.14,0.02,4658.08
C015772,Client 15772,47617.86,0.02,46665.50
C015773,Client 15773,26958.56,0.02,26419.39
C015774,Client 15774,47280.16,0.02,46334.56
C015775,Client 15775,30471.64,0.02,29862.21
C015776,Client 15776,16329.33,0.02,16002.74
C015777,Client 15777,21889.96,0.02,21452.16
C015778,Client 15778,3051.23,0.02,2990.21
C015779,Client 15779,18845.11,0.02,18468.21
C015780,Client 15780,28670.87,0.02,28097.45
C015781,Client 15781,11913.15,0.02,11674.89
C015782,Client 15782,9075.79,0.02,8894.27
C015783,Client 15783,6967.45,0.02,6828.10
C015784,Client 15784,9743.12,0.02,9548.26
C015785,Client 15785,24538.74,0.02,24047.97
C015786,Client 15786,46134.56,0.02,45211.87
C015787,Client 15787,20018.89,0.02,19618.51
C015788,Client 15788,17038.47,0.02,16697.70
C015789,Client 15789,12816.25,0.02,12559.92
C015790,Client 15790,47604.81,0.02,46652.71
C015791,Client 15791,2433.29,0.02,2384.62
C015792,Client 15792,37572.56,0.02,36821.11
C015793,Client 15793,49567.21,0.02,48575.87
C015794,Client 15794,23856.69,0.02,23379.56
C015795,Client 15795,6010.11,0.02,5889.91
C015796,Client 15796,4534.06,0.02,4443.38
C015797,Client 15797,8548.65,0.02,8377.68
C015798,Client 15798,42242.24,0.02,41397.40
C015799,Client 15799,7128.88,0.02,6986.30
C015800,Client 15800,23235.98,0.02,22771.26
C015801,Client 15801,8933.81,0.02,8755.13
C015802,Client 15802,19748.05,0.02,19353.09
C015803,Client 15803,47727.87,0.02,46773.31
C015804,Client 15804,24451.14,0.02,23962.12
C015805,Client 15805,33462.32,0.02,32793.07
C015806,Client 15806,31343.19,0.02,30716.33
C015807,Client 15807,30937.37,0.02,30318.62
C015808,Client 15808,42580.62,0.02,41729.01
C015809,Client 15809,49907.41,0.02,48909.26
C015810,Client 15810,28456.17,0.02,27887.05
C015811,Client 15811,33027.90,0.02,32367.34
C015812,Client 15812,12166.00,0.02,11922.68
C015813,Client 15813,49319.95,0.02,48333.55
C015814,Client 15814,45362.26,0.02,44455.01
C015815,Client 15815,836.04,0.02,819.32
C015816,Client 15816,35608.66,0.02,34896.49
C015817,Client 15817,26975.34,0.02,26435.83
C015818,Client 15818,12258.29,0.02,12013.12
C015819,Client 15819,14567.31,0.02,14275.96
C015820,Client 15820,29293.30,0.02,28707.43
C015821,Client 15821,12517.43,0.02,12267.08
C015822,Client 15822,7010.74,0.02,6870.53
C015823,Client 15823,39056.35,0.02,38275.22
C015824,Client 15824,43684.46,0.02,42810.77
C015825,Client 15825,6997.30,0.02,6857.35
C015826,Client 15826,7654.72,0.02,7501.63
C015827,Client 15827,36387.35,0.02,35659.60
C015828,Client 15828,49518.66,0.02,48528.29
C015829,Client 15829,37134.38,0.02,36391.69
C015830,Client 15830,48889.22,0.02,47911.44
C015831,Client 15831,48586.10,0.02,47614.38
C015832,Client 15832,40982.86,0.02,40163.20
C015833,Client 15833,29567.09,0.02,28975.75
C015834,Client 15834,43430.43,0.02,42561.82
C015835,Client 15835,22448.90,0.02,21999.92
C015836,Client 15836,6623.24,0.02,6490.78
C015837,Client 15837,19291.09,0.02,18905.27
C015838,Client 15838,10223.28,0.02,10018.81
C015839,Client 15839,25114.22,0.02,24611.94
C015840,Client 15840,31414.78,0.02,30786.48
C015841,Client 15841,4252.36,0.02,4167.31
C015842,Client 15842,7448.61,0.02,7299.64
C015843,Client 15843,43876.16,0.02,42998.64
C015844,Client 15844,1398.99,0.02,1371.01
C015845,Client 15845,9302.18,0.02,9116.14
C015846,Client 15846,11164.29,0.02,10941.00
C015847,Client 15847,23647.34,0.02,23174.39
C015848,Client 15848,31635.99,0.02,31003.27
C015849,Client 15849,41378.27,0.02,40550.70
C015850,Client 15850,33949.67,0.02,33270.68
C015851,Client 15851,43323.17,0.02,42456.71
C015852,Client 15852,1116.24,0.02,1093.92
C015853,Client 15853,40272.52,0.02,39467.07
C015854,Client 15854,49217.57,0.02,48233.22
C015855,Client 15855,39008.16,0.02,38228.00
C015856,Client 15856,9814.79,0.02,9618.49
C015857,Client 15857,14326.76,0.02,14040.22
C015858,Client 15858,22940.19,0.02,22481.39
C015859,Client 15859,12301.32,0.02,12055.29
C015860,Client 15860,43193.35,0.02,42329.48
C015861,Client 15861,19508.60,0.02,19118.43
C015862,Client 15862,8043.15,0.02,7882.29
C015863,Client 15863,29457.03,0.02,28867.89
C015864,Client 15864,10132.00,0.02,9929.36
C015865,Client 15865,4592.19,0.02,4500.35
C015866,Client 15866,29572.13,0.02,28980.69
C015867,Client 15867,17198.18,0.02,16854.22
C015868,Client 15868,31600.07,0.02,30968.07
C015869,Client 15869,33402.95,0.02,32734.89
C015870,Client 15870,44958.66,0.02,44059.49
C015871,Client 15871,46498.14,0.02,45568.18
C015872,Client 15872,17596.17,0.02,17244.25
C015873,Client 15873,4105.93,0.02,4023.81
C015874,Client 15874,39125.74,0.02,38343.23
C015875,Client 15875,43937.25,0.02,43058.50
C015876,Client 15876,7930.47,0.02,7771.86
C015877,Client 15877,38654.33,0.02,37881.24
C015878,Client 15878,34076.61,0.02,33395.08
C015879,Client 15879,28063.68,0.02,27502.41
C015880,Client 15880,21997.60,0.02,21557.65
C015881,Client 15881,17435.59,0.02,17086.88
C015882,Client 15882,48049.24,0.02,47088.26
C015883,Client 15883,38669.91,0.02,37896.51
C015884,Client 15884,19158.36,0.02,18775.19
C015885,Client 15885,35587.62,0.02,34875.87
C015886,Client 15886,11271.20,0.02,11045.78
C015887,Client 15887,6693.04,0.02,6559.18
C015888,Client 15888,34112.20,0.02,33429.96
C015889,Client 15889,11046.50,0.02,10825.57
C015890,Client 15890,40884.40,0.02,40066.71
C015891,Client 15891,35217.56,0.02,34513.21
C015892,Client 15892,48059.70,0.02,47098.51
C015893,Client 15893,28989.21,0.02,28409.43
C015894,Client 15894,44201.74,0.02,43317.71
C015895,Client 15895,5275.01,0.02,5169.51
C015896,Client 15896,15486.84,0.02,15177.10
C015897,Client 15897,19605.91,0.02,19213.79
C015898,Client 15898,14615.47,0.02,14323.16
C015899,Client 15899,11410.47,0.02,11182.26
C015900,Client 15900,548.80,0.02,537.82
C015901,Client 15901,4224.44,0.02,4139.95
C015902,Client 15902,33813.52,0.02,33137.25
C015903,Client 15903,11381.18,0.02,11153.56
C015904,Client 15904,28925.70,0.02,28347.19
C015905,Client 15905,16805.06,0.02,16468.96
C015906,Client 15906,11261.37,0.02,11036.14
C015907,Client 15907,48653.09,0.02,47680.03
C015908,Client 15908,9493.34,0.02,9303.47
C015909,Client 15909,6723.41,0.02,6588.94
C015910,Client 15910,33225.85,0.02,32561.33
C015911,Client 15911,18072.76,0.02,17711.30
C015912,Client 15912,41188.60,0.02,40364.83
C015913,Client 15913,702.04,0.02,688.00
C015914,Client 15914,8762.91,0.02,8587.65
C015915,Client 15915,26414.36,0.02,25886.07
C015916,Client 15916,25289.40,0.02,24783.61
C015917,Client 15917,32623.81,0.02,31971.33
C015918,Client 15918,26687.13,0.02,26153.39
C015919,Client 15919,11138.08,0.02,10915.32
C015920,Client 15920,19405.44,0.02,19017.33
C015921,Client 15921,16708.57,0.02,16374.40
C015922,Client 15922,43446.37,0.02,42577.44
C015923,Client 15923,3164.89,0.02,3101.59
C015924,Client 15924,43687.92,0.02,42814.16
C015925,Client 15925,33789.35,0.02,33113.56
C015926,Client 15926,38249.69,0.02,37484.70
C015927,Client 15927,19403.19,0.02,19015.13
C015928,Client 15928,46447.02,0.02,45518.08
C015929,Client 15929,47017.68,0.02,46077.33
C015930,Client 15930,28788.04,0.02,28212.28
C015931,Client 15931,3444.27,0.02,3375.38
C015932,Client 15932,43855.90,0.02,42978.78
C015933,Client 15933,10185.37,0.02,9981.66
C015934,Client 15934,20446.99,0.02,20038.05
C015935,Client 15935,36884.15,0.02,36146.47
C015936,Client 15936,19114.07,0.02,18731.79
C015937,Client 15937,39971.40,0.02,39171.97
C015938,Client 15938,19227.42,0.02,18842.87
C015939,Client 15939,19806.00,0.02,19409.88
C015940,Client 15940,7279.51,0.02,7133.92
C015941,Client 15941,33649.33,0.02,32976.34
C015942,Client 15942,24672.98,0.02,24179.52
C015943,Client 15943,15587.00,0.02,15275.26
C015944,Client 15944,6978.34,0.02,6838.77
C015945,Client 15945,20659.49,0.02,20246.30
C015946,Client 15946,9034.19,0.02,8853.51
C015947,Client 15947,15223.13,0.02,14918.67
C015948,Client 15948,1980.71,0.02,1941.10
C015949,Client 15949,21732.73,0.02,21298.08
C015950,Client 15950,27346.16,0.02,26799.24
C015951,Client 15951,35859.32,0.02,35142.13
C015952,Client 15952,24832.88,0.02,24336.22
C015953,Client 15953,24096.15,0.02,23614.23
C015954,Client 15954,43820.09,0.02,42943.69
C015955,Client 15955,46073.31,0.02,45151.84
C015956,Client 15956,32040.25,0.02,31399.44
C015957,Client 15957,27425.55,0.02,26877.04
C015958,Client 15958,19504.19,0.02,19114.11
C015959,Client 15959,29780.06,0.02,29184.46
C015960,Client 15960,24336.46,0.02,23849.73
C015961,Client 15961,2813.16,0.02,2756.90
C015962,Client 15962,22261.44,0.02,21816.21
C015963,Client 15963,41267.23,0.02,40441.89
C015964,Client 15964,15012.87,0.02,14712.61
C015965,Client 15965,49835.89,0.02,48839.17
C015966,Client 15966,5155.54,0.02,5052.43
C015967,Client 15967,45121.09,0.02,44218.67
C015968,Client 15968,860.35,0.02,843.14
C015969,Client 15969,37866.94,0.02,37109.60
C015970,Client 15970,30694.33,0.02,30080.44
C015971,Client 15971,44145.85,0.02,43262.93
C015972,Client 15972,5477.32,0.02,5367.77
C015973,Client 15973,46070.79,0.02,45149.37
C015974,Client 15974,30274.84,0.02,29669.34
C015975,Client 15975,6782.50,0.02,6646.85
C015976,Client 15976,43877.03,0.02,42999.49
C015977,Client 15977,39138.68,0.02,38355.91
C015978,Client 15978,36045.81,0.02,35324.89
C015979,Client 15979,28844.94,0.02,28268.04
C015980,Client 15980,38631.16,0.02,37858.54
C015981,Client 15981,37148.61,0.02,36405.64
C015982,Client 15982,12257.33,0.02,12012.18
C015983,Client 15983,35749.65,0.02,35034.66
C015984,Client 15984,6732.49,0.02,6597.84
C015985,Client 15985,31767.36,0.02,31132.01
C015986,Client 15986,1508.63,0.02,1478.46
C015987,Client 15987,20568.25,0.02,20156.88
C015988,Client 15988,25151.18,0.02,24648.16
C015989,Client 15989,48115.37,0.02,47153.06
C015990,Client 15990,11249.09,0.02,11024.11
C015991,Client 15991,17953.47,0.02,17594.40
C015992,Client 15992,41346.29,0.02,40519.36
C015993,Client 15993,19830.05,0.02,19433.45
C015994,Client 15994,15892.93,0.02,15575.07
C015995,Client 15995,19455.99,0.02,19066.87
C015996,Client 15996,44065.22,0.02,43183.92
C015997,Client 15997,31083.08,0.02,30461.42
C015998,Client 15998,47074.53,0.02,46133.04
C015999,Client 15999,37854.71,0.02,37097.62
C016000,Client 16000,35176.85,0.02,34473.31
C016001,Client 16001,46569.12,0.02,45637.74
C016002,Client 16002,18743.03,0.02,18368.17
C016003,Client 16003,32520.70,0.02,31870.29
C016004,Client 16004,46421.20,0.02,45492.78
C016005,Client 16005,39955.74,0.02,39156.63
C016006,Client 16006,19893.08,0.02,19495.22
C016007,Client 16007,499.42,0.02,489.43
C016008,Client 16008,875.00,0.02,857.50
C016009,Client 16009,13473.74,0.02,13204.27
C016010,Client 16010,21769.85,0.02,21334.45
C016011,Client 16011,31656.08,0.02,31022.96
C016012,Client 16012,1060.46,0.02,1039.25
C016013,Client 16013,36676.91,0.02,35943.37
C016014,Client 16014,5495.00,0.02,5385.10
C016015,Client 16015,47033.49,0.02,46092.82
C016016,Client 16016,4905.32,0.02,4807.21
C016017,Client 16017,28217.62,0.02,27653.27
C016018,Client 16018,31127.12,0.02,30504.58
C016019,Client 16019,213.32,0.02,209.05
C016020,Client 16020,31237.72,0.02,30612.97
C016021,Client 16021,39838.46,0.02,39041.69
C016022,Client 16022,37313.36,0.02,36567.09
C016023,Client 16023,8521.26,0.02,8350.83
C016024,Client 16024,13609.38,0.02,13337.19
C016025,Client 16025,20952.29,0.02,20533.24
C016026,Client 16026,22511.55,0.02,22061.32
C016027,Client 16027,20912.30,0.02,20494.05
C016028,Client 16028,22805.81,0.02,22349.69
C016029,Client 16029,40026.77,0.02,39226.23
C016030,Client 16030,42400.68,0.02,41552.67
C016031,Client 16031,18095.65,0.02,17733.74
C016032,Client 16032,12269.33,0.02,12023.94
C016033,Client 16033,38147.46,0.02,37384.51
C016034,Client 16034,36541.72,0.02,35810.89
C016035,Client 16035,43709.13,0.02,42834.95
C016036,Client 16036,41822.46,0.02,40986.01
C016037,Client 16037,3961.28,0.02,3882.05
C016038,Client 16038,42137.81,0.02,41295.05
C016039,Client 16039,36571.19,0.02,35839.77
C016040,Client 16040,11786.76,0.02,11551.02
C016041,Client 16041,24820.30,0.02,24323.89
C016042,Client 16042,9293.82,0.02,9107.94
C016043,Client 16043,39758.56,0.02,38963.39
C016044,Client 16044,49648.45,0.02,48655.48
C016045,Client 16045,7501.03,0.02,7351.01
C016046,Client 16046,16300.91,0.02,15974.89
C016047,Client 16047,29431.40,0.02,28842.77
C016048,Client 16048,31233.49,0.02,30608.82
C016049,Client 16049,29077.74,0.02,28496.19
C016050,Client 16050,15829.77,0.02,15513.17
C016051,Client 16051,44532.71,0.02,43642.06
C016052,Client 16052,24611.43,0.02,24119.20
C016053,Client 16053,15502.49,0.02,15192.44
C016054,Client 16054,49577.63,0.02,48586.08
C016055,Client 16055,4526.29,0.02,4435.76
C016056,Client 16056,26658.94,0.02,26125.76
C016057,Client 16057,21197.36,0.02,20773.41
C016058,Client 16058,41198.87,0.02,40374.89
C016059,Client 16059,18964.32,0.02,18585.03
C016060,Client 16060,45620.13,0.02,44707.73
C016061,Client 16061,5550.65,0.02,5439.64
C016062,Client 16062,19826.38,0.02,19429.85
C016063,Client 16063,39678.64,0.02,38885.07
C016064,Client 16064,9277.63,0.02,9092.08
C016065,Client 16065,28051.90,0.02,27490.86
C016066,Client 16066,27716.12,0.02,27161.80
C016067,Client 16067,29478.71,0.02,28889.14
C016068,Client 16068,12940.31,0.02,12681.50
C016069,Client 16069,26765.65,0.02,26230.34
C016070,Client 16070,28637.53,0.02,28064.78
C016071,Client 16071,27924.33,0.02,27365.84
C016072,Client 16072,47865.40,0.02,46908.09
C016073,Client 16073,15182.44,0.02,14878.79
C016074,Client 16074,34714.23,0.02,34019.95
C016075,Client 16075,45679.01,0.02,44765.43
C016076,Client 16076,6363.32,0.02,6236.05
C016077,Client 16077,38267.90,0.02,37502.54
C016078,Client 16078,34603.06,0.02,33911.00
C016079,Client 16079,17846.09,0.02,17489.17
C016080,Client 16080,25978.57,0.02,25459.00
C016081,Client 16081,6919.71,0.02,6781.32
C016082,Client 16082,45472.68,0.02,44563.23
C016083,Client 16083,570.00,0.02,558.60
C016084,Client 16084,34292.63,0.02,33606.78
C016085,Client 16085,8074.90,0.02,7913.40
C016086,Client 16086,10775.20,0.02,10559.70
C016087,Client 16087,15635.03,0.02,15322.33
C016088,Client 16088,49627.58,0.02,48635.03
C016089,Client 16089,43631.08,0.02,42758.46
C016090,Client 16090,1952.50,0.02,1913.45
C016091,Client 16091,48281.97,0.02,47316.33
C016092,Client 16092,17500.57,0.02,17150.56
C016093,Client 16093,2030.39,0.02,1989.78
C016094,Client 16094,32677.28,0.02,32023.73
C016095,Client 16095,38781.62,0.02,38005.99
C016096,Client 16096,28777.13,0.02,28201.59
C016097,Client 16097,34579.55,0.02,33887.96
C016098,Client 16098,25857.56,0.02,25340.41
C016099,Client 16099,1564.12,0.02,1532.84
C016100,Client 16100,8127.11,0.02,7964.57
C016101,Client 16101,20751.70,0.02,20336.67
C016102,Client 16102,34765.75,0.02,34070.43
C016103,Client 16103,2316.80,0.02,2270.46
C016104,Client 16104,23942.72,0.02,23463.87
C016105,Client 16105,8702.99,0.02,8528.93
C016106,Client 16106,15831.05,0.02,15514.43
C016107,Client 16107,13110.45,0.02,12848.24
C016108,Client 16108,24782.05,0.02,24286.41
C016109,Client 16109,73.70,0.02,72.23
C016110,Client 16110,29305.08,0.02,28718.98
C016111,Client 16111,22205.83,0.02,21761.71
C016112,Client 16112,33071.59,0.02,32410.16
C016113,Client 16113,37440.12,0.02,36691.32
C016114,Client 16114,32530.47,0.02,31879.86
C016115,Client 16115,37729.08,0.02,36974.50
C016116,Client 16116,3581.87,0.02,3510.23
C016117,Client 16117,3415.25,0.02,3346.95
C016118,Client 16118,5933.81,0.02,5815.13
C016119,Client 16119,7610.77,0.02,7458.55
C016120,Client 16120,6099.53,0.02,5977.54
C016121,Client 16121,46293.76,0.02,45367.88
C016122,Client 16122,26717.45,0.02,26183.10
C016123,Client 16123,36137.97,0.02,35415.21
C016124,Client 16124,26762.82,0.02,26227.56
C016125,Client 16125,26039.03,0.02,25518.25
C016126,Client 16126,35910.75,0.02,35192.53
C016127,Client 16127,4365.03,0.02,4277.73
C016128,Client 16128,32297.67,0.02,31651.72
C016129,Client 16129,19646.61,0.02,19253.68
C016130,Client 16130,46863.90,0.02,45926.62
C016131,Client 16131,30589.09,0.02,29977.31
C016132,Client 16132,23848.49,0.02,23371.52
C016133,Client 16133,37819.22,0.02,37062.84
C016134,Client 16134,7040.88,0.02,6900.06
C016135,Client 16135,43981.46,0.02,43101.83
C016136,Client 16136,43862.09,0.02,42984.85
