client_id,client_name,distributed_amount,status
C004164,Client 4164,40457.30,COMPLETED
C024878,Client 24878,21105.78,COMPLETED
C044766,Client 44766,8955.37,COMPLETED
C001768,Client 1768,42256.52,COMPLETED
C014678,Client 14678,26916.22,COMPLETED
C046389,Client 46389,13504.31,COMPLETED
C015755,Client 15755,44817.37,COMPLETED
C036737,Client 36737,16683.19,COMPLETED
C042934,Client 42934,20754.64,COMPLETED
C041990,Client 41990,12003.01,COMPLETED
C022601,Client 22601,3219.05,COMPLETED
C034328,Client 34328,10328.50,COMPLETED
C022674,Client 22674,36910.49,COMPLETED
C013242,Client 13242,44632.94,COMPLETED
C007164,Client 7164,1694.38,COMPLETED
C042633,Client 42633,42047.64,COMPLETED
C005993,Client 5993,40092.43,COMPLETED
C025390,Client 25390,33647.07,COMPLETED
C009774,Client 9774,34585.73,COMPLETED
C011450,Client 11450,34549.11,COMPLETED
C033888,Client 33888,35017.95,COMPLETED
C040342,Client 40342,36478.67,COMPLETED
C006617,Client 6617,24496.03,COMPLETED
C019900,Client 19900,18536.11,COMPLETED
C047372,Client 47372,45829.88,COMPLETED
C021574,Client 21574,189.03,COMPLETED
C031413,Client 31413,27152.43,COMPLETED
C001823,Client 1823,34353.03,COMPLETED
C038473,Client 38473,12732.26,COMPLETED
C003037,Client 3037,39527.56,COMPLETED
C044634,Client 44634,41852.38,COMPLETED
C043949,Client 43949,28546.75,COMPLETED
C026696,Client 26696,11215.94,COMPLETED
C010549,Client 10549,28102.10,COMPLETED
C031624,Client 31624,47459.87,COMPLETED
C011868,Client 11868,11706.76,COMPLETED
C027333,Client 27333,6961.47,COMPLETED
C036742,Client 36742,43082.40,COMPLETED
C016023,Client 16023,8350.83,COMPLETED
C028967,Client 28967,37006.14,COMPLETED
C008070,Client 8070,18400.22,COMPLETED
C003863,Client 3863,12590.08,COMPLETED
C046004,Client 46004,20564.10,COMPLETED
C014743,Client 14743,20578.00,COMPLETED
C003126,Client 3126,16105.78,COMPLETED
C026439,Client 26439,15449.47,COMPLETED
C022024,Client 22024,45800.15,COMPLETED
C004637,Client 4637,21745.32,COMPLETED
C040974,Client 40974,40130.05,COMPLETED
C001147,Client 1147,43311.94,COMPLETED
C021381,Client 21381,17612.53,COMPLETED
C008958,Client 8958,4588.75,COMPLETED
C040181,Client 40181,40041.01,COMPLETED
C010318,Client 10318,21019.94,COMPLETED
C006686,Client 6686,39267.73,COMPLETED
C024561,Client 24561,41187.21,COMPLETED
C038519,Client 38519,30161.31,COMPLETED
C045282,Client 45282,43907.62,COMPLETED
C024206,Client 24206,16906.32,COMPLETED
C036467,Client 36467,34575.17,COMPLETED
C007312,Client 7312,4804.17,COMPLETED
C001692,Client 1692,40026.75,COMPLETED
C007294,Client 7294,36905.80,COMPLETED
C042549,Client 42549,23046.31,COMPLETED
C010686,Client 10686,32755.62,COMPLETED
C046453,Client 46453,10332.51,COMPLETED
C001332,Client 1332,38159.66,COMPLETED
C043745,Client 43745,38942.13,COMPLETED
C023155,Client 23155,45966.82,COMPLETED
C020512,Client 20512,33928.22,COMPLETED
C036193,Client 36193,25930.04,COMPLETED
C011932,Client 11932,16218.36,COMPLETED
C002041,Client 2041,46249.48,COMPLETED
C049747,Client 49747,20405.34,COMPLETED
C002307,Client 2307,19657.88,COMPLETED
C001679,Client 1679,1099.90,COMPLETED
C035128,Client 35128,16382.63,COMPLETED
C046804,Client 46804,8994.23,COMPLETED
C006841,Client 6841,27370.11,COMPLETED
C006113,Client 6113,35150.89,COMPLETED
C027584,Client 27584,24425.03,COMPLETED
C019447,Client 19447,35022.46,COMPLETED
C007608,Client 7608,8290.31,COMPLETED
C021884,Client 21884,28750.26,COMPLETED
C020541,Client 20541,27436.05,COMPLETED
C032079,Client 32079,38503.04,COMPLETED
C017983,Client 17983,7960.96,COMPLETED
C044773,Client 44773,36769.95,COMPLETED
C033568,Client 33568,6843.03,COMPLETED
C037721,Client 37721,15272.27,COMPLETED
C023195,Client 23195,20107.02,COMPLETED
C049881,Client 49881,8331.87,COMPLETED
C008570,Client 8570,1041.73,COMPLETED
C034848,Client 34848,7724.46,COMPLETED
C001024,Client 1024,44657.51,COMPLETED
C039876,Client 39876,18940.98,COMPLETED
C002889,Client 2889,2382.28,COMPLETED
C033356,Client 33356,26050.61,COMPLETED
C032659,Client 32659,18914.20,COMPLETED
C009527,Client 9527,23883.22,COMPLETED
C047419,Client 47419,19781.71,COMPLETED
C042776,Client 42776,1601.70,COMPLETED
C016756,Client 16756,39568.25,COMPLETED
C015333,Client 15333,21187.09,COMPLETED
C004220,Client 4220,24176.28,COMPLETED
C013699,Client 13699,15159.31,COMPLETED
C048997,Client 48997,40906.36,COMPLETED
C004855,Client 4855,40033.24,COMPLETED
C020543,Client 20543,11913.95,COMPLETED
C010973,Client 10973,39040.76,COMPLETED
C017358,Client 17358,34626.56,COMPLETED
C031769,Client 31769,19575.51,COMPLETED
C031858,Client 31858,6600.60,COMPLETED
C027757,Client 27757,42491.82,COMPLETED
C031161,Client 31161,36322.98,COMPLETED
C020277,Client 20277,6130.74,COMPLETED
C020669,Client 20669,16013.14,COMPLETED
C012951,Client 12951,45028.89,COMPLETED
C012655,Client 12655,20227.64,COMPLETED
C043479,Client 43479,35843.28,COMPLETED
C047044,Client 47044,25773.75,COMPLETED
C007026,Client 7026,42488.14,COMPLETED
C049732,Client 49732,45785.63,COMPLETED
C034495,Client 34495,8436.44,COMPLETED
C030988,Client 30988,44561.52,COMPLETED
C048852,Client 48852,17089.01,COMPLETED
C032283,Client 32283,44397.95,COMPLETED
C040812,Client 40812,14558.50,COMPLETED
C042604,Client 42604,46003.97,COMPLETED
C003926,Client 3926,14818.04,COMPLETED
C028693,Client 28693,29937.29,COMPLETED
C048140,Client 48140,5931.72,COMPLETED
C035487,Client 35487,20091.18,COMPLETED
C037124,Client 37124,10685.37,COMPLETED
C018337,Client 18337,44362.31,COMPLETED
C049869,Client 49869,37877.77,COMPLETED
C008797,Client 8797,18089.67,COMPLETED
C036585,Client 36585,34036.48,COMPLETED
C037128,Client 37128,3747.71,COMPLETED
C004375,Client 4375,37588.70,COMPLETED
C027808,Client 27808,22804.51,COMPLETED
C004909,Client 4909,42573.11,COMPLETED
C039637,Client 39637,27347.81,COMPLETED
C016091,Client 16091,47316.33,COMPLETED
C010453,Client 10453,22123.86,COMPLETED
C016066,Client 16066,27161.80,COMPLETED
C048396,Client 48396,35889.09,COMPLETED
C006789,Client 6789,21079.50,COMPLETED
C040656,Client 40656,40302.89,COMPLETED
C007793,Client 7793,13260.36,COMPLETED
C048440,Client 48440,27246.43,COMPLETED
C023123,Client 23123,35784.90,COMPLETED
C022563,Client 22563,20547.30,COMPLETED
C005016,Client 5016,33632.24,COMPLETED
C002986,Client 2986,3454.42,COMPLETED
C021111,Client 21111,36760.36,COMPLETED
C037084,Client 37084,17725.37,COMPLETED
C013803,Client 13803,48150.86,COMPLETED
C024450,Client 24450,14117.85,COMPLETED
C049968,Client 49968,19511.47,COMPLETED
C001217,Client 1217,31458.13,COMPLETED
C002097,Client 2097,13223.19,COMPLETED
C033444,Client 33444,26771.58,COMPLETED
C018986,Client 18986,14974.78,COMPLETED
C040403,Client 40403,26008.45,COMPLETED
C008613,Client 8613,37027.01,COMPLETED
C034802,Client 34802,5328.45,COMPLETED
C025541,Client 25541,13159.19,COMPLETED
C025366,Client 25366,11207.18,COMPLETED
C002327,Client 2327,23102.32,COMPLETED
C023162,Client 23162,19340.14,COMPLETED
C040411,Client 40411,2662.50,COMPLETED
C040366,Client 40366,26927.19,COMPLETED
C017836,Client 17836,10084.68,COMPLETED
C022581,Client 22581,25536.67,COMPLETED
C023343,Client 23343,14713.33,COMPLETED
C006295,Client 6295,5030.70,COMPLETED
C049769,Client 49769,48391.46,COMPLETED
C020291,Client 20291,28564.72,COMPLETED
C042895,Client 42895,25246.77,COMPLETED
C041026,Client 41026,6163.55,COMPLETED
C030284,Client 30284,13122.69,COMPLETED
C043305,Client 43305,11069.49,COMPLETED
C034483,Client 34483,9308.77,COMPLETED
C003372,Client 3372,17105.30,COMPLETED
C008033,Client 8033,39289.99,COMPLETED
C008586,Client 8586,3315.09,COMPLETED
C036308,Client 36308,21077.92,COMPLETED
C022019,Client 22019,34762.17,COMPLETED
C038996,Client 38996,42227.18,COMPLETED
C041064,Client 41064,29169.56,COMPLETED
C031337,Client 31337,37894.13,COMPLETED
C015483,Client 15483,37921.55,COMPLETED
C030629,Client 30629,37138.75,COMPLETED
C031134,Client 31134,12250.40,COMPLETED
C026265,Client 26265,11638.75,COMPLETED
C049605,Client 49605,34843.70,COMPLETED
C001989,Client 1989,13315.92,COMPLETED
C000732,Client 732,43794.29,COMPLETED
C042297,Client 42297,13856.38,COMPLETED
C039086,Client 39086,11843.79,COMPLETED
C016894,Client 16894,2636.72,COMPLETED
C020588,Client 20588,26422.72,COMPLETED
C038760,Client 38760,24133.77,COMPLETED
C005847,Client 5847,13946.12,COMPLETED
C046635,Client 46635,22141.06,COMPLETED
C005057,Client 5057,39764.84,COMPLETED
C012319,Client 12319,664.00,COMPLETED
C041950,Client 41950,19043.03,COMPLETED
C010309,Client 10309,35863.45,COMPLETED
C041658,Client 41658,35090.23,COMPLETED
C027500,Client 27500,34715.97,COMPLETED
C007151,Client 7151,34219.64,COMPLETED
C001106,Client 1106,21061.83,COMPLETED
C035336,Client 35336,37003.13,COMPLETED
C029040,Client 29040,29851.47,COMPLETED
C034213,Client 34213,34748.66,COMPLETED
C034274,Client 34274,35385.45,COMPLETED
C000707,Client 707,32570.30,COMPLETED
C023655,Client 23655,39798.45,COMPLETED
C042049,Client 42049,12716.90,COMPLETED
C041684,Client 41684,16804.52,COMPLETED
C024818,Client 24818,25581.55,COMPLETED
C025151,Client 25151,40375.00,COMPLETED
C031509,Client 31509,27339.37,COMPLETED
C012995,Client 12995,10923.84,COMPLETED
C030860,Client 30860,41006.45,COMPLETED
C015159,Client 15159,42836.44,COMPLETED
C001802,Client 1802,34493.67,COMPLETED
C046471,Client 46471,19145.77,COMPLETED
C018319,Client 18319,24387.86,COMPLETED
C025007,Client 25007,48071.67,COMPLETED
C039957,Client 39957,45728.68,COMPLETED
C001538,Client 1538,18023.09,COMPLETED
C045042,Client 45042,6137.42,COMPLETED
C040187,Client 40187,9105.49,COMPLETED
C026306,Client 26306,47122.16,COMPLETED
C024464,Client 24464,3941.02,COMPLETED
C032402,Client 32402,15344.50,COMPLETED
C025507,Client 25507,29809.25,COMPLETED
C013859,Client 13859,28332.06,COMPLETED
C025557,Client 25557,46475.46,COMPLETED
C002223,Client 2223,24666.13,COMPLETED
C006042,Client 6042,17188.08,COMPLETED
C010709,Client 10709,24297.47,COMPLETED
C049870,Client 49870,21707.34,COMPLETED
C018044,Client 18044,26634.36,COMPLETED
C028297,Client 28297,34123.04,COMPLETED
C025303,Client 25303,26834.07,COMPLETED
C000044,Client 44,8835.01,COMPLETED
C010505,Client 10505,16473.56,COMPLETED
C034782,Client 34782,44111.36,COMPLETED
C041743,Client 41743,43310.63,COMPLETED
C039296,Client 39296,27135.16,COMPLETED
C040256,Client 40256,39291.27,COMPLETED
C027501,Client 27501,11929.75,COMPLETED
C037218,Client 37218,11922.61,COMPLETED
C038911,Client 38911,27518.83,COMPLETED
C014593,Client 14593,9657.37,COMPLETED
C017163,Client 17163,45034.78,COMPLETED
C029380,Client 29380,6504.64,COMPLETED
C043504,Client 43504,8473.75,COMPLETED
C035928,Client 35928,29592.85,COMPLETED
C028992,Client 28992,5415.44,COMPLETED
C033125,Client 33125,12285.05,COMPLETED
C033701,Client 33701,7017.45,COMPLETED
C046797,Client 46797,34558.38,COMPLETED
C007340,Client 7340,41614.63,COMPLETED
C016654,Client 16654,21887.44,COMPLETED
C019682,Client 19682,44354.28,COMPLETED
C007317,Client 7317,47669.17,COMPLETED
C037968,Client 37968,32495.80,COMPLETED
C038323,Client 38323,21269.47,COMPLETED
C028214,Client 28214,27856.98,COMPLETED
C025953,Client 25953,23401.72,COMPLETED
C004493,Client 4493,31071.37,COMPLETED
C004080,Client 4080,41027.33,COMPLETED
C031181,Client 31181,48636.91,COMPLETED
C003604,Client 3604,13491.45,COMPLETED
C003859,Client 3859,40889.85,COMPLETED
C019556,Client 19556,7072.29,COMPLETED
C021805,Client 21805,6326.51,COMPLETED
C046703,Client 46703,36943.03,COMPLETED
C028510,Client 28510,11058.33,COMPLETED
C031789,Client 31789,42299.06,COMPLETED
C042983,Client 42983,15633.38,COMPLETED
C044644,Client 44644,23052.15,COMPLETED
C013795,Client 13795,33768.09,COMPLETED
C022113,Client 22113,12760.56,COMPLETED
C021297,Client 21297,7386.34,COMPLETED
C042571,Client 42571,29247.66,COMPLETED
C007841,Client 7841,13612.26,COMPLETED
C048264,Client 48264,35273.18,COMPLETED
C011620,Client 11620,5348.26,COMPLETED
C021048,Client 21048,25807.58,COMPLETED
C008443,Client 8443,31521.96,COMPLETED
C025672,Client 25672,257.50,COMPLETED
C031716,Client 31716,36041.46,COMPLETED
C022095,Client 22095,12110.88,COMPLETED
C016102,Client 16102,34070.42,COMPLETED
C006226,Client 6226,44765.80,COMPLETED
C020888,Client 20888,40938.77,COMPLETED
C043496,Client 43496,29083.60,COMPLETED
C003360,Client 3360,5692.78,COMPLETED
C029729,Client 29729,35366.69,COMPLETED
C006220,Client 6220,23911.15,COMPLETED
C036128,Client 36128,21008.53,COMPLETED
C012707,Client 12707,48908.90,COMPLETED
C011046,Client 11046,40840.28,COMPLETED
C030659,Client 30659,28086.84,COMPLETED
C014061,Client 14061,4661.17,COMPLETED
C028157,Client 28157,24466.71,COMPLETED
C046814,Client 46814,34232.80,COMPLETED
C045646,Client 45646,32684.38,COMPLETED
C017902,Client 17902,35058.79,COMPLETED
C029601,Client 29601,32988.91,COMPLETED
C029891,Client 29891,5189.09,COMPLETED
C038611,Client 38611,14516.43,COMPLETED
C011020,Client 11020,7988.54,COMPLETED
C015217,Client 15217,28186.52,COMPLETED
C008400,Client 8400,8751.98,COMPLETED
C046575,Client 46575,47798.56,COMPLETED
C007446,Client 7446,37137.95,COMPLETED
C042878,Client 42878,35153.15,COMPLETED
C043372,Client 43372,38131.10,COMPLETED
C038484,Client 38484,7534.53,COMPLETED
C020781,Client 20781,17097.74,COMPLETED
C010750,Client 10750,32749.88,COMPLETED
C015375,Client 15375,2504.88,COMPLETED
C010688,Client 10688,11048.27,COMPLETED
C004551,Client 4551,21647.84,COMPLETED
C041377,Client 41377,8954.11,COMPLETED
C037197,Client 37197,46867.24,COMPLETED
C033816,Client 33816,4156.60,COMPLETED
C041838,Client 41838,22705.08,COMPLETED
C042472,Client 42472,504.56,COMPLETED
C011072,Client 11072,20076.95,COMPLETED
C012807,Client 12807,43196.86,COMPLETED
C004355,Client 4355,7656.70,COMPLETED
C034406,Client 34406,46475.11,COMPLETED
C019765,Client 19765,19838.32,COMPLETED
C040934,Client 40934,42938.81,COMPLETED
C046140,Client 46140,15480.03,COMPLETED
C027938,Client 27938,46655.39,COMPLETED
C041686,Client 41686,7321.15,COMPLETED
C022235,Client 22235,8381.26,COMPLETED
C014895,Client 14895,13283.16,COMPLETED
C001115,Client 1115,29909.68,COMPLETED
C006511,Client 6511,10156.31,COMPLETED
C033307,Client 33307,2809.19,COMPLETED
C008564,Client 8564,1125.74,COMPLETED
C006319,Client 6319,3564.69,COMPLETED
C010221,Client 10221,19434.31,COMPLETED
C003988,Client 3988,45295.67,COMPLETED
C037242,Client 37242,28967.08,COMPLETED
C012222,Client 12222,16402.27,COMPLETED
C021673,Client 21673,39042.95,COMPLETED
C017409,Client 17409,4079.67,COMPLETED
C037243,Client 37243,5014.61,COMPLETED
C021283,Client 21283,31740.18,COMPLETED
C007997,Client 7997,46939.85,COMPLETED
C048541,Client 48541,6193.20,COMPLETED
C042039,Client 42039,34546.05,COMPLETED
C048448,Client 48448,47940.67,COMPLETED
C005835,Client 5835,22715.07,COMPLETED
C039789,Client 39789,41828.48,COMPLETED
C026690,Client 26690,13988.95,COMPLETED
C003686,Client 3686,19698.80,COMPLETED
C047272,Client 47272,16508.76,COMPLETED
C007404,Client 7404,24926.69,COMPLETED
C033806,Client 33806,11679.18,COMPLETED
C006508,Client 6508,8156.61,COMPLETED
C013502,Client 13502,18746.61,COMPLETED
C039768,Client 39768,19608.72,COMPLETED
C049950,Client 49950,11215.64,COMPLETED
C046590,Client 46590,10423.85,COMPLETED
C024612,Client 24612,28697.07,COMPLETED
C022986,Client 22986,19292.75,COMPLETED
C015291,Client 15291,37173.22,COMPLETED
C035731,Client 35731,15828.72,COMPLETED
C012662,Client 12662,24617.57,COMPLETED
C032381,Client 32381,30282.07,COMPLETED
C039002,Client 39002,854.18,COMPLETED
C003300,Client 3300,15147.48,COMPLETED
C001132,Client 1132,6613.11,COMPLETED
C042481,Client 42481,39077.89,COMPLETED
C041435,Client 41435,23953.52,COMPLETED
C021704,Client 21704,48522.22,COMPLETED
C025986,Client 25986,43938.12,COMPLETED
C007858,Client 7858,23326.66,COMPLETED
C037726,Client 37726,9580.95,COMPLETED
C009104,Client 9104,14262.05,COMPLETED
C007019,Client 7019,3411.66,COMPLETED
C005071,Client 5071,21352.21,COMPLETED
C040282,Client 40282,41597.03,COMPLETED
C016348,Client 16348,32229.26,COMPLETED
C010129,Client 10129,23965.52,COMPLETED
C032933,Client 32933,2187.48,COMPLETED
C019826,Client 19826,8874.02,COMPLETED
C011590,Client 11590,34436.40,COMPLETED
C017582,Client 17582,4498.52,COMPLETED
C034366,Client 34366,36443.22,COMPLETED
C017707,Client 17707,37458.38,COMPLETED
C034081,Client 34081,36829.47,COMPLETED
C000663,Client 663,42335.72,COMPLETED
C005009,Client 5009,8223.18,COMPLETED
C035782,Client 35782,14479.86,COMPLETED
C037087,Client 37087,10249.16,COMPLETED
C039028,Client 39028,945.21,COMPLETED
C010120,Client 10120,36653.75,COMPLETED
C029270,Client 29270,15557.79,COMPLETED
C042312,Client 42312,11976.88,COMPLETED
C013867,Client 13867,11825.50,COMPLETED
C005875,Client 5875,41128.61,COMPLETED
C042429,Client 42429,12105.55,COMPLETED
C033603,Client 33603,8301.09,COMPLETED
C008180,Client 8180,4136.78,COMPLETED
C025400,Client 25400,39949.67,COMPLETED
C014414,Client 14414,3956.45,COMPLETED
C014325,Client 14325,15709.56,COMPLETED
C025266,Client 25266,42238.27,COMPLETED
C006256,Client 6256,46323.74,COMPLETED
C018478,Client 18478,15277.06,COMPLETED
C010597,Client 10597,7157.02,COMPLETED
C017184,Client 17184,6304.67,COMPLETED
C049131,Client 49131,13237.98,COMPLETED
C029218,Client 29218,43977.95,COMPLETED
C045967,Client 45967,736.62,COMPLETED
C025802,Client 25802,28761.32,COMPLETED
C015427,Client 15427,48439.45,COMPLETED
C005913,Client 5913,20577.06,COMPLETED
C011034,Client 11034,28238.12,COMPLETED
C006062,Client 6062,13964.11,COMPLETED
C007097,Client 7097,15124.65,COMPLETED
C047277,Client 47277,37678.28,COMPLETED
C000779,Client 779,8297.83,COMPLETED
C049319,Client 49319,9329.10,COMPLETED
C031447,Client 31447,37726.88,COMPLETED
C025305,Client 25305,21475.79,COMPLETED
C009050,Client 9050,15299.39,COMPLETED
C036501,Client 36501,499.18,COMPLETED
C014563,Client 14563,17986.50,COMPLETED
C042166,Client 42166,41929.16,COMPLETED
C035288,Client 35288,21049.96,COMPLETED
C011283,Client 11283,18720.76,COMPLETED
C009212,Client 9212,13429.49,COMPLETED
C047108,Client 47108,34250.60,COMPLETED
C020336,Client 20336,5154.04,COMPLETED
C041944,Client 41944,1606.94,COMPLETED
C020490,Client 20490,22432.44,COMPLETED
C029421,Client 29421,41064.35,COMPLETED
C023777,Client 23777,5414.45,COMPLETED
C041210,Client 41210,40304.99,COMPLETED
C020239,Client 20239,19615.19,COMPLETED
C006250,Client 6250,13370.48,COMPLETED
C012811,Client 12811,39949.98,COMPLETED
C013889,Client 13889,10250.14,COMPLETED
C012512,Client 12512,30886.12,COMPLETED
C045269,Client 45269,44834.59,COMPLETED
C029494,Client 29494,44548.38,COMPLETED
C009251,Client 9251,16711.12,COMPLETED
C024924,Client 24924,9052.24,COMPLETED
C026651,Client 26651,23616.38,COMPLETED
C045408,Client 45408,586.01,COMPLETED
C040034,Client 40034,16843.97,COMPLETED
C013478,Client 13478,33397.66,COMPLETED
C040277,Client 40277,5418.14,COMPLETED
C014218,Client 14218,28740.70,COMPLETED
C045487,Client 45487,27459.15,COMPLETED
C048517,Client 48517,1892.90,COMPLETED
C048678,Client 48678,24107.40,COMPLETED
C031549,Client 31549,836.02,COMPLETED
C035143,Client 35143,8060.00,COMPLETED
C026566,Client 26566,17054.49,COMPLETED
C037578,Client 37578,4204.03,COMPLETED
C033517,Client 33517,12776.26,COMPLETED
C031111,Client 31111,23501.80,COMPLETED
C010708,Client 10708,8820.42,COMPLETED
C013817,Client 13817,16949.96,COMPLETED
C001932,Client 1932,19654.08,COMPLETED
C010677,Client 10677,11332.73,COMPLETED
C047291,Client 47291,29589.18,COMPLETED
C014227,Client 14227,46595.88,COMPLETED
C009720,Client 9720,23517.15,COMPLETED
C023116,Client 23116,43200.89,COMPLETED
C026123,Client 26123,30547.70,COMPLETED
C016718,Client 16718,14944.47,COMPLETED
C006338,Client 6338,18920.18,COMPLETED
C027217,Client 27217,2604.08,COMPLETED
C032920,Client 32920,41261.87,COMPLETED
C032713,Client 32713,42678.41,COMPLETED
C025715,Client 25715,3977.41,COMPLETED
C023919,Client 23919,40274.97,COMPLETED
C036347,Client 36347,17218.72,COMPLETED
C031654,Client 31654,6626.05,COMPLETED
C010406,Client 10406,35801.74,COMPLETED
C022360,Client 22360,32364.26,COMPLETED
C044905,Client 44905,38535.51,COMPLETED
C002468,Client 2468,46864.51,COMPLETED
C031082,Client 31082,7547.24,COMPLETED
C036658,Client 36658,25530.39,COMPLETED
C041628,Client 41628,26805.77,COMPLETED
C021118,Client 21118,31275.36,COMPLETED
C008943,Client 8943,15841.04,COMPLETED
C004056,Client 4056,31337.22,COMPLETED
C027263,Client 27263,43178.53,COMPLETED
C006037,Client 6037,19420.35,COMPLETED
C005689,Client 5689,8763.27,COMPLETED
C040182,Client 40182,29822.58,COMPLETED
C003894,Client 3894,31362.81,COMPLETED
C010024,Client 10024,39569.89,COMPLETED
C009400,Client 9400,8111.61,COMPLETED
C047696,Client 47696,31111.41,COMPLETED
C044761,Client 44761,29769.43,COMPLETED
C006558,Client 6558,7747.96,COMPLETED
C020961,Client 20961,22702.02,COMPLETED
C014960,Client 14960,31391.46,COMPLETED
C042875,Client 42875,14588.67,COMPLETED
C030359,Client 30359,7992.64,COMPLETED
C035292,Client 35292,32067.28,COMPLETED
C024886,Client 24886,9408.07,COMPLETED
C026840,Client 26840,18613.58,COMPLETED
C025890,Client 25890,22195.73,COMPLETED
C001318,Client 1318,40540.51,COMPLETED
C049550,Client 49550,45892.91,COMPLETED
C012845,Client 12845,34246.17,COMPLETED
C008956,Client 8956,41774.02,COMPLETED
C045592,Client 45592,36233.69,COMPLETED
C027805,Client 27805,1417.28,COMPLETED
C007234,Client 7234,15874.11,COMPLETED
C027734,Client 27734,18702.28,COMPLETED
C017093,Client 17093,38281.73,COMPLETED
C029083,Client 29083,5559.32,COMPLETED
C002237,Client 2237,1573.44,COMPLETED
C022802,Client 22802,9188.33,COMPLETED
C032563,Client 32563,6420.27,COMPLETED
C041066,Client 41066,10136.90,COMPLETED
C013881,Client 13881,14818.52,COMPLETED
C023646,Client 23646,27153.00,COMPLETED
C010775,Client 10775,7459.01,COMPLETED
C019592,Client 19592,260.99,COMPLETED
C003084,Client 3084,584.30,COMPLETED
C006525,Client 6525,38331.16,COMPLETED
C027004,Client 27004,22972.87,COMPLETED
C013915,Client 13915,47769.77,COMPLETED
C042871,Client 42871,19817.62,COMPLETED
C005360,Client 5360,22910.63,COMPLETED
C015087,Client 15087,43478.26,COMPLETED
C040436,Client 40436,23506.93,COMPLETED
C045541,Client 45541,33969.29,COMPLETED
C027132,Client 27132,26011.23,COMPLETED
C019159,Client 19159,11914.64,COMPLETED
C013598,Client 13598,21185.48,COMPLETED
C027736,Client 27736,18616.28,COMPLETED
C031315,Client 31315,40022.63,COMPLETED
C016866,Client 16866,23971.77,COMPLETED
C037730,Client 37730,17128.24,COMPLETED
C046742,Client 46742,1553.78,COMPLETED
C039550,Client 39550,14391.55,COMPLETED
C024002,Client 24002,12897.51,COMPLETED
C040529,Client 40529,26864.55,COMPLETED
C048037,Client 48037,16529.76,COMPLETED
C004734,Client 4734,32893.91,COMPLETED
C042621,Client 42621,2036.19,COMPLETED
C003993,Client 3993,18221.85,COMPLETED
C024312,Client 24312,47408.23,COMPLETED
C040088,Client 40088,14901.40,COMPLETED
C038703,Client 38703,25895.49,COMPLETED
C018275,Client 18275,30049.84,COMPLETED
C035080,Client 35080,21282.14,COMPLETED
C047354,Client 47354,27535.96,COMPLETED
C000834,Client 834,43517.61,COMPLETED
C029546,Client 29546,47944.05,COMPLETED
C029045,Client 29045,10701.27,COMPLETED
C036709,Client 36709,28805.45,COMPLETED
C000951,Client 951,43757.91,COMPLETED
C010855,Client 10855,34652.04,COMPLETED
C026292,Client 26292,6467.92,COMPLETED
C012217,Client 12217,32880.36,COMPLETED
C002360,Client 2360,18114.56,COMPLETED
C007281,Client 7281,8610.99,COMPLETED
C015634,Client 15634,9428.85,COMPLETED
C040260,Client 40260,47918.93,COMPLETED
C033678,Client 33678,28339.06,COMPLETED
C026342,Client 26342,21257.92,COMPLETED
C030689,Client 30689,7490.69,COMPLETED
C031130,Client 31130,21592.68,COMPLETED
C021940,Client 21940,4717.50,COMPLETED
C013087,Client 13087,36897.13,COMPLETED
C010712,Client 10712,21268.24,COMPLETED
C032539,Client 32539,9595.25,COMPLETED
C037404,Client 37404,4591.94,COMPLETED
C001434,Client 1434,33000.80,COMPLETED
C016418,Client 16418,8043.87,COMPLETED
C001439,Client 1439,4049.33,COMPLETED
C047815,Client 47815,892.69,COMPLETED
C008461,Client 8461,27054.14,COMPLETED
C012989,Client 12989,14874.07,COMPLETED
C000667,Client 667,9196.52,COMPLETED
C033410,Client 33410,48897.35,COMPLETED
C045706,Client 45706,20250.97,COMPLETED
C044297,Client 44297,3200.38,COMPLETED
C043049,Client 43049,31855.39,COMPLETED
C034618,Client 34618,35276.63,COMPLETED
C029346,Client 29346,8071.45,COMPLETED
C019856,Client 19856,24423.76,COMPLETED
C007406,Client 7406,8520.93,COMPLETED
C049235,Client 49235,21807.49,COMPLETED
C015414,Client 15414,44448.20,COMPLETED
C035363,Client 35363,5857.01,COMPLETED
C014381,Client 14381,46065.20,COMPLETED
C021192,Client 21192,728.17,COMPLETED
C017842,Client 17842,44946.01,COMPLETED
C031627,Client 31627,18629.38,COMPLETED
C018029,Client 18029,40597.80,COMPLETED
C037314,Client 37314,18879.09,COMPLETED
C005635,Client 5635,5137.83,COMPLETED
C013467,Client 13467,9621.22,COMPLETED
C016739,Client 16739,47757.24,COMPLETED
C030467,Client 30467,46301.23,COMPLETED
C002029,Client 2029,7259.15,COMPLETED
C037929,Client 37929,17466.91,COMPLETED
C034523,Client 34523,21423.95,COMPLETED
C047499,Client 47499,17781.94,COMPLETED
C007373,Client 7373,32613.62,COMPLETED
C004146,Client 4146,32724.79,COMPLETED
C030956,Client 30956,3538.17,COMPLETED
C046559,Client 46559,13608.34,COMPLETED
C005531,Client 5531,41181.36,COMPLETED
C037847,Client 37847,33308.68,COMPLETED
C040746,Client 40746,24632.92,COMPLETED
C044184,Client 44184,27314.20,COMPLETED
C032641,Client 32641,25220.84,COMPLETED
C049689,Client 49689,44985.79,COMPLETED
C009415,Client 9415,31707.09,COMPLETED
C011847,Client 11847,1841.54,COMPLETED
